id,user_id,type,data,created_at,updated_at
f6d30230-4c44-4362-ab25-ddf30693fed2,105686a4-5959-4432-ab90-a7bd758ee3cb,no_show_warning_1,"{""content_title"": ""Future City Layers"", ""time"": ""18:00""}",2026-04-04 18:00:00+00,2026-04-04 18:00:00+00
8a333783-4344-4c3e-be30-9d69526774b2,43d41247-2aee-4c74-ac3b-37be7b3404f6,booking,"{""content_title"": ""Quantum Computing Intro"", ""time"": ""19:07""}",2026-03-29 19:07:00+00,2026-03-29 19:07:00+00
f4e63b7c-6d0f-4957-9e45-45bf7cbd8e0b,4e467dbf-d947-40ff-ba44-3dd199d242b5,booking,"{""content_title"": ""Virtual Palace"", ""time"": ""14:27""}",2026-04-11 14:27:00+00,2026-04-11 14:27:00+00
bbde4a50-eb99-4292-8069-2d5290009e67,04cdf895-1973-4269-9135-92ac847243ab,no_show_warning_1,"{""content_title"": ""Indulto Creative Talk"", ""time"": ""13:11""}",2026-03-24 13:11:00+00,2026-03-24 13:11:00+00
cdc53414-6101-4d61-9132-456f10f2a268,6ff4b208-5b5a-42dc-bae1-b44d1cb3e13d,cancellation,"{""content_title"": ""AR Anatomy Stand"", ""time"": ""20:47""}",2026-04-01 20:47:00+00,2026-04-01 20:47:00+00
3d83394d-2a52-4ba9-98f3-0580076337ac,a41464be-6cd8-4bf9-add8-5b81107a16e0,booking,"{""content_title"": ""Interactive History"", ""time"": ""13:46""}",2026-04-08 13:46:00+00,2026-04-08 13:46:00+00
2bf56393-f19c-4590-bacf-6c5d3d0dc3be,b0310998-ce09-44cf-91bc-5163aaba0e15,booking,"{""content_title"": ""Deep Ocean Dive"", ""time"": ""14:17""}",2026-03-15 14:17:00+00,2026-03-15 14:17:00+00
60c100b5-86c4-4556-9737-862ee1842a57,f55fd040-1935-4d9f-aa6f-c27ca4e2d0d3,cancellation,"{""content_title"": ""Crafting Crimes AR"", ""time"": ""12:37""}",2026-04-05 12:37:00+00,2026-04-05 12:37:00+00
3dfed71d-73fa-43e1-be2b-02cf0a3627f8,c182a12b-a193-4280-b6b8-4ce3a6435f95,booking,"{""content_title"": ""Startup Pitches"", ""time"": ""12:07""}",2026-03-27 12:07:00+00,2026-03-27 12:07:00+00
97c34a5d-6174-4858-9bb2-081b9ef47c1e,abdce89d-86e2-4dc9-9270-f92b70e5abcd,booking,"{""content_title"": ""The Clouds Are Up"", ""time"": ""09:46""}",2026-03-23 09:46:00+00,2026-03-23 09:46:00+00
cca18fc1-583c-4137-86ac-fbbea2411415,a0497fed-2140-4b4c-91e6-25e7ae5cb7e2,booking,"{""content_title"": ""Robotics Live"", ""time"": ""08:26""}",2026-04-10 08:26:00+00,2026-04-10 08:26:00+00
ae0a4a48-34a1-4557-bdef-cbfb8c7298f0,d513073f-f3e7-495b-9ca8-c33a463a599c,booking,"{""content_title"": ""AI in Digital Art"", ""time"": ""11:22""}",2026-04-10 11:22:00+00,2026-04-10 11:22:00+00
e62a9aea-f096-4af7-9e4c-b008e0dd9335,bf19869e-c46b-4466-9d57-992ff6a05328,no_show_warning_1,"{""content_title"": ""Deep Ocean Dive"", ""time"": ""10:25""}",2026-03-20 10:25:00+00,2026-03-20 10:25:00+00
21030325-8f39-4a72-ae22-2c1a6cf1f60a,89b6d6d6-8f2c-4bbc-a136-7fde367ea32c,booking,"{""content_title"": ""AI in Digital Art"", ""time"": ""13:55""}",2026-04-01 13:55:00+00,2026-04-01 13:55:00+00
52eb9fa4-a820-4237-94b8-4258ce6e9044,bac51acf-4234-40d6-996c-35c04c9739bf,booking,"{""content_title"": ""AR Anatomy Stand"", ""time"": ""13:36""}",2026-04-02 13:36:00+00,2026-04-02 13:36:00+00
f5896ee2-98bf-46ca-b35f-95bf66182d7a,1ce558fb-0578-4ad5-b5dc-92c5de88832d,booking,"{""content_title"": ""Robotics Live"", ""time"": ""15:06""}",2026-03-19 15:06:00+00,2026-03-19 15:06:00+00
c4315a65-714c-4aaa-a6a3-5e8b5ef89b29,8a5b291a-c7c1-443a-94ff-322ebe3b8afc,no_show_warning_1,"{""content_title"": ""Mars Colony VR"", ""time"": ""16:03""}",2026-03-19 16:03:00+00,2026-03-19 16:03:00+00
d015b693-f54d-4f2d-b010-0d2cb3b1dc73,22de5625-a044-4491-9e56-da8cafa79ec0,booking,"{""content_title"": ""Dark Rooms VR"", ""time"": ""10:17""}",2026-03-27 10:17:00+00,2026-03-27 10:17:00+00
9f60c26a-647f-4e33-9d8e-73cdf2eab9bc,775b7504-5841-4e93-8231-16f210ef87a2,info,"{""content_title"": ""Web3 Showcase"", ""time"": ""08:59""}",2026-03-15 08:59:00+00,2026-03-15 08:59:00+00
b8ad301f-c45e-495b-8cc5-0392f3523a7a,7b11e310-c609-4268-aa48-1240179e9d1e,booking,"{""content_title"": ""VC Speed Dating"", ""time"": ""19:58""}",2026-04-10 19:58:00+00,2026-04-10 19:58:00+00
96b37167-65ca-4180-b11d-4493946a3d35,6ff4b208-5b5a-42dc-bae1-b44d1cb3e13d,booking,"{""content_title"": ""The Clouds Are Up"", ""time"": ""08:13""}",2026-03-29 08:13:00+00,2026-03-29 08:13:00+00
19461bf2-d957-428c-83b5-a84de884b132,a5a1cfdd-707e-4ddc-abd6-e1e73dd3302d,cancellation,"{""content_title"": ""Dark Rooms VR"", ""time"": ""18:22""}",2026-03-27 18:22:00+00,2026-03-27 18:22:00+00
d0030ad4-835d-466d-9d6e-182547dfd19f,0e10f179-afcc-430c-af8e-7c87e3604f83,booking,"{""content_title"": ""Dark Rooms VR"", ""time"": ""20:11""}",2026-03-31 20:11:00+00,2026-03-31 20:11:00+00
f0e040b2-d00f-4837-8abc-f141d3669075,fa02f983-ed58-4d26-8bcc-9da296bec588,booking,"{""content_title"": ""Tech Founders Meetup"", ""time"": ""16:11""}",2026-03-18 16:11:00+00,2026-03-18 16:11:00+00
9590cdb2-d763-45a7-a299-8784921b707a,345fb33f-58ba-4f95-b1aa-0631bec10a61,booking,"{""content_title"": ""NextGen Hardware"", ""time"": ""08:51""}",2026-03-15 08:51:00+00,2026-03-15 08:51:00+00
8ac7dd25-137a-4792-8602-07d25f5eea96,45915767-4f0e-4c5c-9cf7-872e6de6c42a,no_show_warning_1,"{""content_title"": ""Web3 Showcase"", ""time"": ""14:14""}",2026-03-23 14:14:00+00,2026-03-23 14:14:00+00
fd0075f3-454c-43bd-b448-eef38e1bc4ce,345fb33f-58ba-4f95-b1aa-0631bec10a61,booking,"{""content_title"": ""Future City Layers"", ""time"": ""12:10""}",2026-03-23 12:10:00+00,2026-03-23 12:10:00+00
3d34053d-6a07-4b57-ba34-b0b7e2575738,650fdd4e-bcdc-4ad8-80b1-feca69a0f6e4,booking,"{""content_title"": ""Deep Ocean Dive"", ""time"": ""18:17""}",2026-03-16 18:17:00+00,2026-03-16 18:17:00+00
43ab5dec-2669-43c2-8d04-86b1fa5ef5c3,1536a266-46bf-448e-b22d-841162e7dd1a,booking,"{""content_title"": ""Web3 Showcase"", ""time"": ""11:31""}",2026-03-15 11:31:00+00,2026-03-15 11:31:00+00
8980f00c-d462-41a8-83e5-eb3933cad050,c99b536d-0e2e-4f31-9afd-28d06a0cfdb3,booking,"{""content_title"": ""Future City Layers"", ""time"": ""09:03""}",2026-04-03 09:03:00+00,2026-04-03 09:03:00+00
707ceeb6-36c0-498c-a799-7121eedc14a7,ee63f7e6-0a2a-4939-ad49-20dd1b9590aa,no_show_warning_1,"{""content_title"": ""Blender Modeling"", ""time"": ""17:37""}",2026-03-15 17:37:00+00,2026-03-15 17:37:00+00
f89dd858-8935-4037-9544-99b2c52a9164,01e07a57-8dc3-48c0-ad1d-194dcf7c163f,booking,"{""content_title"": ""Tech Founders Meetup"", ""time"": ""19:32""}",2026-03-24 19:32:00+00,2026-03-24 19:32:00+00
2f87a249-46a8-4022-8a93-0591ad79b33c,29899c65-faa2-4bcc-9251-919460b7cc9b,booking,"{""content_title"": ""Dark Rooms VR"", ""time"": ""09:19""}",2026-04-11 09:19:00+00,2026-04-11 09:19:00+00
103b6f37-62bb-4b79-80d9-36fbeb6078f0,2245e4ce-4868-4493-a9c4-6451303b566d,booking,"{""content_title"": ""AI in Digital Art"", ""time"": ""10:19""}",2026-03-25 10:19:00+00,2026-03-25 10:19:00+00
264cd034-d1c6-4cde-a194-558f504b35cb,8147959c-f687-4d38-af95-10742cfe2884,booking,"{""content_title"": ""Coding 101"", ""time"": ""10:54""}",2026-04-02 10:54:00+00,2026-04-02 10:54:00+00
103c10b9-79c7-4284-90f5-019cd523d772,a174a08e-6562-4e20-a2a3-ea8707604141,booking,"{""content_title"": ""Crafting Crimes AR"", ""time"": ""19:42""}",2026-03-24 19:42:00+00,2026-03-24 19:42:00+00
0c117488-23d9-4b49-8712-f981b4423e30,4e467dbf-d947-40ff-ba44-3dd199d242b5,booking,"{""content_title"": ""Deep Ocean Dive"", ""time"": ""09:09""}",2026-04-05 09:09:00+00,2026-04-05 09:09:00+00
1374cbd8-7c91-4704-a27b-0f18b79880f2,bd159b3c-bbb6-406f-a21a-b2bf9554f861,no_show_warning_1,"{""content_title"": ""Crafting Crimes AR"", ""time"": ""09:03""}",2026-03-21 09:03:00+00,2026-03-21 09:03:00+00
da1e9c3e-51d1-4759-b71a-8880564a2d75,226a5411-b48b-4138-94ef-c3a0f905e468,booking,"{""content_title"": ""Dark Rooms VR"", ""time"": ""20:12""}",2026-03-20 20:12:00+00,2026-03-20 20:12:00+00
9418a086-c24a-4ff8-8c99-5fd0ed3aae44,e9b2efe5-fc39-4c68-b7e9-92024c2064a2,cancellation,"{""content_title"": ""B2B Matchmaking"", ""time"": ""19:31""}",2026-03-30 19:31:00+00,2026-03-30 19:31:00+00
2c5ed908-f54c-47e6-a603-edcc6d3b6bab,c293d3b1-4ec6-4f9c-b240-66951b034cfe,booking,"{""content_title"": ""Crafting Crimes AR"", ""time"": ""08:35""}",2026-03-15 08:35:00+00,2026-03-15 08:35:00+00
00a93f75-723e-4ac0-b1e5-c364e092fd44,abdce89d-86e2-4dc9-9270-f92b70e5abcd,booking,"{""content_title"": ""Mars Colony VR"", ""time"": ""08:57""}",2026-03-29 08:57:00+00,2026-03-29 08:57:00+00
e06d1687-affa-45b0-a5f2-bff4ba6bd6f4,770a6b89-138a-466b-9d84-7d772128fa0e,booking,"{""content_title"": ""Quantum Computing Intro"", ""time"": ""13:28""}",2026-03-15 13:28:00+00,2026-03-15 13:28:00+00
de606d56-ef01-4c95-8a69-117fb2f95271,914ac985-071c-41a1-8b5d-17d3acfcafc7,booking,"{""content_title"": ""Deep Ocean Dive"", ""time"": ""20:36""}",2026-04-02 20:36:00+00,2026-04-02 20:36:00+00
21baa1e0-6bf4-4141-94f6-432a268ca44c,19ccb46f-0e6d-4bd7-8d38-ad794397249c,booking,"{""content_title"": ""Robotics Live"", ""time"": ""09:20""}",2026-03-28 09:20:00+00,2026-03-28 09:20:00+00
feed4b27-8caf-4f6a-ac6d-9c0f84abb0ba,4149ebd6-4b97-44f3-9438-e4a49a8b1c93,no_show_warning_1,"{""content_title"": ""Web3 Showcase"", ""time"": ""11:25""}",2026-04-03 11:25:00+00,2026-04-03 11:25:00+00
474d5f2d-e367-4cd2-a52e-6a08b44a80ab,9ce8c413-b48b-4536-b7e5-43f101d86ff8,booking,"{""content_title"": ""Decision Maker Summit"", ""time"": ""10:38""}",2026-03-24 10:38:00+00,2026-03-24 10:38:00+00
ddaee07c-12af-4318-b888-6bf34c5930ee,49f45dd7-3a4c-4d9f-b0fd-e2bed76ded71,booking,"{""content_title"": ""A Long Goodbye Panel"", ""time"": ""16:53""}",2026-04-03 16:53:00+00,2026-04-03 16:53:00+00
372d994a-eb3d-43ad-b0a6-6dfe228b0bfb,1536a266-46bf-448e-b22d-841162e7dd1a,booking,"{""content_title"": ""Mars Colony VR"", ""time"": ""20:33""}",2026-04-07 20:33:00+00,2026-04-07 20:33:00+00
ec6e0e5b-1a26-46f1-9465-39d12b7efd92,d4ff2cfb-4f9f-4efe-9925-fd2207ba2ce1,no_show_warning_1,"{""content_title"": ""Quantum Computing Intro"", ""time"": ""15:03""}",2026-04-04 15:03:00+00,2026-04-04 15:03:00+00
00c471c5-0f87-46d4-bd30-be57eb8e5730,250061a4-5a79-4bfe-bd1c-8fee132028c9,cancellation,"{""content_title"": ""Interactive History"", ""time"": ""17:30""}",2026-03-25 17:30:00+00,2026-03-25 17:30:00+00
d8370bfd-8752-43c0-8a6a-a830b55ca251,ac3e95a4-4b20-4bd8-8e6f-3e4551c569c0,booking,"{""content_title"": ""Crafting Crimes AR"", ""time"": ""11:40""}",2026-04-07 11:40:00+00,2026-04-07 11:40:00+00
282fdad9-c903-49e5-9611-e4b4c1dd962e,749c1041-1b9a-4849-8736-e625a698b968,booking,"{""content_title"": ""Indulto Creative Talk"", ""time"": ""14:10""}",2026-04-08 14:10:00+00,2026-04-08 14:10:00+00
8068ee4c-fbc3-473b-bda9-e6901b35fd0f,fd0075c6-adc4-42ee-a128-fedbf22a6746,booking,"{""content_title"": ""Indulto Creative Talk"", ""time"": ""08:22""}",2026-04-11 08:22:00+00,2026-04-11 08:22:00+00
23b4df2c-ba92-4573-8b03-019753a9e482,1124ad69-800c-4e31-a45d-7b219d46e676,no_show_warning_1,"{""content_title"": ""Future City Layers"", ""time"": ""15:44""}",2026-04-03 15:44:00+00,2026-04-03 15:44:00+00
913cfbbd-1612-4574-aa46-353f7f13d97d,b4101217-3be3-4d7c-a5e0-2651fb0320a0,booking,"{""content_title"": ""Coding 101"", ""time"": ""13:41""}",2026-04-12 13:41:00+00,2026-04-12 13:41:00+00
f77cbb01-4456-4de3-9088-7aaef3fe7326,6d57b99a-5bc5-46ae-aee4-65e77e712f35,booking,"{""content_title"": ""NextGen Hardware"", ""time"": ""10:21""}",2026-03-25 10:21:00+00,2026-03-25 10:21:00+00
4c323a73-dd57-4e6d-a10d-389923dcbe4d,bd60d8ae-7cbd-407c-8a7e-439a739785c9,booking,"{""content_title"": ""Robotics Live"", ""time"": ""14:44""}",2026-03-29 14:44:00+00,2026-03-29 14:44:00+00
42463681-3132-46d4-8b58-86e8f8f75d77,37ac749e-1b82-474e-aae8-dfc2477b8b1b,booking,"{""content_title"": ""B2B Matchmaking"", ""time"": ""20:39""}",2026-03-21 20:39:00+00,2026-03-21 20:39:00+00
70dd8fd3-eabf-4921-8d48-1d6f1430f18b,de44337e-17bd-4097-8dad-7ccee1bcd4bf,booking,"{""content_title"": ""Mars Colony VR"", ""time"": ""14:18""}",2026-04-04 14:18:00+00,2026-04-04 14:18:00+00
1dacf2c4-e9af-4ec9-96f5-8457f6afe1fc,a174a08e-6562-4e20-a2a3-ea8707604141,cancellation,"{""content_title"": ""Dark Rooms VR"", ""time"": ""10:42""}",2026-04-10 10:42:00+00,2026-04-10 10:42:00+00
743b8d13-9f41-43d2-9c25-6e326df9dc8c,7bc309fe-ea85-46ab-81dc-d1ea020b053e,no_show_warning_1,"{""content_title"": ""Dark Rooms VR"", ""time"": ""11:30""}",2026-03-13 11:30:00+00,2026-03-13 11:30:00+00
88c95819-b254-4d2e-ba16-c2f998c11bcf,490bdf4e-2eb3-41e4-8229-a0d8103ccf88,booking,"{""content_title"": ""AI in Digital Art"", ""time"": ""12:03""}",2026-04-10 12:03:00+00,2026-04-10 12:03:00+00
cae9c291-9473-42a7-9a5f-d979460692ca,78e74865-f928-4ebb-b3f2-066820a7855a,no_show_warning_1,"{""content_title"": ""Virtual Palace"", ""time"": ""17:48""}",2026-03-20 17:48:00+00,2026-03-20 17:48:00+00
ca19a219-6ebe-487f-8ea6-8e5f7897985d,7b11e310-c609-4268-aa48-1240179e9d1e,booking,"{""content_title"": ""VC Speed Dating"", ""time"": ""19:08""}",2026-04-03 19:08:00+00,2026-04-03 19:08:00+00
e73a2232-a5a3-45ce-8006-d430ec41836d,fe409ded-b88a-4cf0-91c7-55e2abaf0d7a,booking,"{""content_title"": ""Web3 Showcase"", ""time"": ""15:46""}",2026-03-29 15:46:00+00,2026-03-29 15:46:00+00
daefc2bd-384d-4b0b-967e-c1dfad9798a8,24c996fe-d746-4299-b32b-380f6daee7ea,cancellation,"{""content_title"": ""A Long Goodbye Panel"", ""time"": ""10:18""}",2026-03-24 10:18:00+00,2026-03-24 10:18:00+00
99b6a19b-587d-4873-83a4-9dc281998aa6,e4e04f63-81d6-4a5a-9507-2697fdf21db5,booking,"{""content_title"": ""Interactive History"", ""time"": ""20:11""}",2026-04-02 20:11:00+00,2026-04-02 20:11:00+00
